Subscription Name,Subscription ID,Account Used,Role,Capability,Reason
Production - S52,f6be8641-4615-4e86-986e-eb3c3764d53c,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/f6be8641-4615-4e86-986e-eb3c3764d53c/resourceGroups/S52ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S52ACTX01CNA04A782' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/f6be8641-4615-4e86-986e-eb3c3764d53c/resourceGroups/S52ACTX01CNS04BLKBRG/providers/Microsoft.Network/networkInterfaces/S52ACTX01CNA04A782' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S53,399dd175-aa73-41a0-8640-ef37a5eabbc1,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/399dd175-aa73-41a0-8640-ef37a5eabbc1/resourceGroups/S53AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S53AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/399dd175-aa73-41a0-8640-ef37a5eabbc1/resourceGroups/S53AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S53AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S54,47dbdbb3-c892-4b57-9fd1-7b48b841ed2f,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/47dbdbb3-c892-4b57-9fd1-7b48b841ed2f/resourceGroups/S54AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S54AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/47dbdbb3-c892-4b57-9fd1-7b48b841ed2f/resourceGroups/S54AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S54AOPS01ADS03BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S55,f9dc4235-3e35-4f58-b59c-c09fb3e680c1,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/f9dc4235-3e35-4f58-b59c-c09fb3e680c1/resourceGroups/S55ABAK01DBS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S55ABAK01DBS01BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/f9dc4235-3e35-4f58-b59c-c09fb3e680c1/resourceGroups/S55ABAK01DBS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S55ABAK01DBS01BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S57,e06cc136-f8d5-429f-950d-9441dc4a03a0,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/e06cc136-f8d5-429f-950d-9441dc4a03a0/resourceGroups/S57AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S57AOPS01ADS01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/e06cc136-f8d5-429f-950d-9441dc4a03a0/resourceGroups/S57AOPS01ADS01BLKBRG/providers/Microsoft.Network/networkInterfaces/S57AOPS01ADS01BLKBNIC0' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S60,9bda8dc1-6aaf-49f9-b617-b6a66085f83a,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/9bda8dc1-6aaf-49f9-b617-b6a66085f83a/resourceGroups/S60ALOC00NFS01RG/providers/Microsoft.Network/networkInterfaces/S60ALOC00NFS01-1-NETWORK-INTERFACE-EXTERNAL' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/9bda8dc1-6aaf-49f9-b617-b6a66085f83a/resourceGroups/S60ALOC00NFS01RG/providers/Microsoft.Network/networkInterfaces/S60ALOC00NFS01-1-NETWORK-INTERFACE-EXTERNAL' or the scope is invalid. If access was recently granted, please refresh your credentials."
Production - S91,c92db45e-cef9-4dc1-aec9-86fcd5b23a24,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/c92db45e-cef9-4dc1-aec9-86fcd5b23a24/resourceGroups/S91AOPS01REQ/providers/Microsoft.Network/networkInterfaces/S90AOPS01SAN01BLKBPEN-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/c92db45e-cef9-4dc1-aec9-86fcd5b23a24/resourceGroups/S91AOPS01REQ/providers/Microsoft.Network/networkInterfaces/S90AOPS01SAN01BLKBPEN-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
QuadSCI,97d8f88d-d1a1-431d-a3de-4722636ca341,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/97d8f88d-d1a1-431d-a3de-4722636ca341/resourceGroups/QUADSCI-MAIN/providers/Microsoft.Network/networkInterfaces/QUADSCI-DB-PE.NIC.012DF6DD-2053-4C67-8BC3-43A06A1A212D' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/97d8f88d-d1a1-431d-a3de-4722636ca341/resourceGroups/QUADSCI-MAIN/providers/Microsoft.Network/networkInterfaces/QUADSCI-DB-PE.NIC.012DF6DD-2053-4C67-8BC3-43A06A1A212D' or the scope is invalid. If access was recently granted, please refresh your credentials."
Service Management Wordpress,19a8c784-29d0-45e3-939e-cce201b42948,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/19a8c784-29d0-45e3-939e-cce201b42948/resourceGroups/WP1ANEXPOSE01BLKBRG/providers/Microsoft.Network/networkInterfaces/WP1ANEXPOSE01301' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/19a8c784-29d0-45e3-939e-cce201b42948/resourceGroups/WP1ANEXPOSE01BLKBRG/providers/Microsoft.Network/networkInterfaces/WP1ANEXPOSE01301' or the scope is invalid. If access was recently granted, please refresh your credentials."
t-usa01,58eb6429-13d9-4966-bd31-8b49e15f6a09,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/58eb6429-13d9-4966-bd31-8b49e15f6a09/resourceGroups/TUSA01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/T01TUSA01AAAGV2BLKBSA01-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/58eb6429-13d9-4966-bd31-8b49e15f6a09/resourceGroups/TUSA01AAKSV2BLKBRG/providers/Microsoft.Network/networkInterfaces/T01TUSA01AAAGV2BLKBSA01-BLOB-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
Test - T00,b61267f3-48ad-42e6-9f5e-848cc64fe331,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/b61267f3-48ad-42e6-9f5e-848cc64fe331/resourceGroups/T00AOPS01OLS02BLKBRG/providers/Microsoft.Network/networkInterfaces/T00AOPS01OLS02BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/b61267f3-48ad-42e6-9f5e-848cc64fe331/resourceGroups/T00AOPS01OLS02BLKBRG/providers/Microsoft.Network/networkInterfaces/T00AOPS01OLS02BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials."
Test - T01,ed827500-5420-4aea-abd3-cf5b5aa97ed9,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/ed827500-5420-4aea-abd3-cf5b5aa97ed9/resourceGroups/T01ACTX01CDA05BLKBRG/providers/Microsoft.Network/networkInterfaces/T01ACTX01CDA05BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/ed827500-5420-4aea-abd3-cf5b5aa97ed9/resourceGroups/T01ACTX01CDA05BLKBRG/providers/Microsoft.Network/networkInterfaces/T01ACTX01CDA05BLKBNIC0A' or the scope is invalid. If access was recently granted, please refresh your credentials."
Test - T07,68a6884b-5104-498c-aff1-cfcc392328df,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/68a6884b-5104-498c-aff1-cfcc392328df/resourceGroups/T01AUT01LBV01RG/providers/Microsoft.Network/networkInterfaces/T07AUTL01LBV01.FPM.APP' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/68a6884b-5104-498c-aff1-cfcc392328df/resourceGroups/T01AUT01LBV01RG/providers/Microsoft.Network/networkInterfaces/T07AUTL01LBV01.FPM.APP' or the scope is invalid. If access was recently granted, please refresh your credentials."
Test - T40,a652b44a-49fd-43a1-9536-492074df3f27,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/a652b44a-49fd-43a1-9536-492074df3f27/resourceGroups/T40ACSR01SFTPGW01BLKBRG/providers/Microsoft.Network/networkInterfaces/T40ACSR01SFTPGW01BLKBNIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/a652b44a-49fd-43a1-9536-492074df3f27/resourceGroups/T40ACSR01SFTPGW01BLKBRG/providers/Microsoft.Network/networkInterfaces/T40ACSR01SFTPGW01BLKBNIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
Test - T45,ab39afd4-e656-4229-a072-8313cc291248,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/ab39afd4-e656-4229-a072-8313cc291248/resourceGroups/RG-DR-US-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/NIC-T45AGMK01GMG01-DR' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/ab39afd4-e656-4229-a072-8313cc291248/resourceGroups/RG-DR-US-GOMANAGEMENT-001/providers/Microsoft.Network/networkInterfaces/NIC-T45AGMK01GMG01-DR' or the scope is invalid. If access was recently granted, please refresh your credentials."
Test - T60,c4ebd390-be1c-4684-ac0a-1917dbe747f7,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/c4ebd390-be1c-4684-ac0a-1917dbe747f7/resourceGroups/T60ALOC01CNS01RG/providers/Microsoft.Network/networkInterfaces/T60ALOC01CNS01NIC01C' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/c4ebd390-be1c-4684-ac0a-1917dbe747f7/resourceGroups/T60ALOC01CNS01RG/providers/Microsoft.Network/networkInterfaces/T60ALOC01CNS01NIC01C' or the scope is invalid. If access was recently granted, please refresh your credentials."
Yourcause - Dev and QA,3a3e015b-350b-4b91-b340-9b420ffe31d8,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/3a3e015b-350b-4b91-b340-9b420ffe31d8/resourceGroups/DEFAULT-SQL-EASTUS/providers/Microsoft.Network/networkInterfaces/QA-GC-SQL-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/3a3e015b-350b-4b91-b340-9b420ffe31d8/resourceGroups/DEFAULT-SQL-EASTUS/providers/Microsoft.Network/networkInterfaces/QA-GC-SQL-PE-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
YourCause - Production,76493216-5565-4111-acdb-46f019100159,ratnavo.dutta-adm@blackbaud.me,UNKNOWN,CANNOT_READ_ROUTES,"HTTP 403: (AuthorizationFailed) The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/76493216-5565-4111-acdb-46f019100159/resourceGroups/Default-SQL-EastUS/providers/Microsoft.Network/networkInterfaces/GcSqlWestToGdgPartner-nic' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'ratnavo.dutta-adm@blackbaud.me' with object id 'fa0a95ad-a8c4-47d4-a482-14462fd7a320' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/76493216-5565-4111-acdb-46f019100159/resourceGroups/Default-SQL-EastUS/providers/Microsoft.Network/networkInterfaces/GcSqlWestToGdgPartner-nic' or the scope is invalid. If access was recently granted, please refresh your credentials."
